
Index,Match Result,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5
3078,Defeat,Beatrix,Karina,Selena,Julian,Aldous
3079,Defeat,Terizla,Gusion,Beatrix,Lolita,Zhask
3080,Defeat,Zhask,Hayabusa,Khufra,Beatrix,Lapu-Lapu
3081,Victory,Hanabi,Nana,Atlas,Fanny,Alpha
3082,Defeat,Estes,Fredrinn,Badang,Claude,Pharsa
3083,Victory,Estes,Alucard,Gusion,Terizla,Hanabi
3084,Victory,Joy,Zhask,Yu Zhong,Hilda,Melissa
3085,Defeat,Melissa,Johnson,Zhask,Martis,Fredrinn
3086,Victory,Minsitthar,Hanabi,Alucard,Yve,Benedetta
3087,Victory,Argus,Diggie,Xavier,Claude,Helcurt
3088,Victory,Zhask,Karina,Popol and Kupa,Atlas,Yu Zhong
3089,Victory,Minsitthar,Claude,Zhask,Barats,Lapu-Lapu
3090,Victory,Wanwan,Fredrinn,Pharsa,Lapu-Lapu,Lolita
3091,Victory,Joy,Fredrinn,Khufra,Brody,Yve
3092,Victory,Gloo,Brody,Chou,Valentina,Ling
3093,Victory,Gloo,Khufra,Claude,Martis,Pharsa
3094,Victory,Gloo,Melissa,Khufra,Hayabusa,Pharsa
3095,Victory,Grock,Harley,Julian,Hilda,Wanwan
3096,Victory,Dyrroth,Franco,Moskov,Xavier,Fanny
3097,Victory,Valentina,Dyrroth,Atlas,Hanabi,X.Borg
3098,Defeat,Dyrroth,Valir,Beatrix,Natan,Xavier
3099,Victory,Brody,Dyrroth,Lancelot,Selena,Xavier
3100,Victory,Melissa,Khufra,Valir,Martis,Dyrroth
3101,Defeat,Fanny,Franco,Odette,Hanzo,Lesley
3102,Defeat,Cyclops,Hilda,Karrie,Julian,Franco
3103,Defeat,Brody,Lancelot,Pharsa,Selena,Dyrroth
3104,Victory,Nana,Lancelot,Atlas,Dyrroth,Claude
3105,Defeat,Melissa,Edith,Lunox,Dyrroth,Fredrinn
3106,Victory,Beatrix,Harley,Masha,Dyrroth,Atlas
3107,Defeat,Franco,Brody,Dyrroth,Pharsa,Martis
3108,Victory,Dyrroth,Irithel,Xavier,Khufra,Esmeralda
3109,Defeat,Chou,Franco,Valentina,Beatrix,Hanzo
3110,Victory,Lancelot,Bruno,Dyrroth,Vexana,Franco
3111,Defeat,Hanabi,Balmond,Fanny,Kadita,Tigreal
3112,Defeat,Estes,Valir,Dyrroth,Hanzo,Karrie
3113,Defeat,Brody,Vexana,Estes,Yve,Dyrroth
3114,Victory,Gloo,Yve,Atlas,Alice,Melissa
3115,Victory,Arlott,Yve,Beatrix,Khufra,Fredrinn
3116,Victory,Gloo,Yve,Melissa,Lolita,Julian
3117,Victory,Gloo,Claude,Yve,Minsitthar,Lancelot
3118,Victory,Yve,Lapu-Lapu,Melissa,Lancelot,Khufra
3119,Defeat,Lapu-Lapu,Yve,Brody,Kaja,Hayabusa
3120,Victory,Lapu-Lapu,Hayabusa,Grock,Yve,Melissa
3121,Victory,Joy,Hayabusa,Atlas,Yve,Melissa
3122,Victory,Beatrix,Lapu-Lapu,Yve,Ruby,Hayabusa
3123,Victory,Gloo,Beatrix,Lolita,Yve,Hayabusa
3124,Victory,Minsitthar,Valentina,Fanny,Natalia,Beatrix
3125,Victory,Pharsa,Claude,Kaja,Fredrinn,Hanzo
3126,Victory,Claude,Edith,Chou,Yve,Karina
3127,Victory,Gloo,Lolita,Valentina,Claude,Ling
3128,Victory,Melissa,Edith,Yve,Grock,Hayabusa
3129,Victory,Hayabusa,Lolita,Melissa,Lapu-Lapu,Yve
3130,Victory,Gloo,Yve,Chou,Claude,Hayabusa
3131,Victory,Gloo,Ling,Grock,Pharsa,Melissa
3132,Victory,Franco,Clint,Martis,Lylia,Granger
3133,Victory,Clint,Odette,Franco,Edith,Granger
3134,Defeat,Lesley,Granger,Valir,Grock,Franco
3135,Defeat,Aldous,Brody,Vale,Granger,Valir
3136,Defeat,Claude,Martis,Valentina,Hylos,Johnson
3137,Defeat,Edith,Lesley,Pharsa,Akai,Granger
3138,Victory,Gloo,Lolita,Granger,Vale,Clint
3139,Defeat,Hayabusa,Atlas,Melissa,Lapu-Lapu,Julian
3140,Victory,Melissa,Atlas,Harley,Badang,Granger
3141,Defeat,Edith,Granger,Valentina,Dyrroth,Brody
3142,Defeat,Franco,Beatrix,Benedetta,Pharsa,Granger
3143,Victory,Xavier,Granger,Joy,Edith,Brody
3144,Victory,Gloo,Granger,Pharsa,Floryn,Hanabi
3145,Defeat,Gloo,Change,Johnson,Kimmy,Granger
3146,Defeat,Valentina,Wanwan,Yu Zhong,Valir,Grock
3147,Victory,Yve,Beatrix,Lapu-Lapu,Kaja,Roger
3148,Defeat,Pharsa,Khufra,Moskov,Hanzo,Terizla
3149,Defeat,Gloo,Lolita,Xavier,Granger,Claude
3150,Defeat,Arlott,Melissa,Xavier,Khufra,Helcurt
3151,Victory,Faramis,Gloo,Lancelot,Grock,Claude
3152,Defeat,Faramis,Minsitthar,Ling,Franco,Brody
3153,Victory,Minsitthar,Brody,Fredrinn,Franco,Yve
3154,Defeat,Gloo,Akai,Pharsa,Franco,Brody
3155,Defeat,Faramis,Franco,Martis,Beatrix,Lapu-Lapu
3156,Defeat,Lapu-Lapu,Yve,Claude,Franco,Minsitthar
3157,Victory,Lapu-Lapu,Yve,Minsitthar,Claude,Franco
3158,Victory,Lapu-Lapu,Franco,Pharsa,Claude,Akai
3159,Victory,Gloo,Claude,Yve,Fredrinn,Franco
3160,Victory,Gloo,Franco,Akai,Brody,Yve
3161,Victory,Lapu-Lapu,Wanwan,Khufra,Chou,Pharsa
3162,Victory,Lapu-Lapu,Franco,Yve,Wanwan,Fredrinn
3163,Victory,Claude,Yve,Lapu-Lapu,Franco,Fanny
3164,Victory,Lapu-Lapu,Franco,Fanny,Yve,Claude
3165,Defeat,Joy,Wanwan,Khufra,Pharsa,Terizla
3166,Victory,Gusion,Franco,Gloo,Brody,Xavier
3167,Victory,Valir,Lapu-Lapu,Selena,Ling,Beatrix
3168,Defeat,Minsitthar,Valir,Franco,Harley,Lesley
3169,Defeat,Angela,Julian,Valir,Lesley,Harley
3170,Defeat,Minsitthar,Atlas,Leomord,Valir,Bruno
3171,Victory,Minsitthar,Lesley,Lancelot,Valir,Chou
3172,Victory,Moskov,Xavier,Minsitthar,Freya,Franco
3173,Defeat,Minsitthar,Valir,Ling,Hanabi,Lapu-Lapu
3174,Victory,Minsitthar,Lesley,Lancelot,Valir,Chou
3175,Defeat,Minsitthar,Xavier,Hanabi,Lancelot,Lapu-Lapu
3176,Victory,Melissa,Valir,Yu Zhong,Franco,Paquito
3177,Defeat,Valentina,Zilong,Estes,Claude,Paquito
3178,Defeat,Xavier,Grock,Atlas,Yin,Claude
3179,Defeat,Estes,Barats,Valir,Clint,Martis
3180,Victory,Gloo,Miya,Diggie,Kagura,Fanny
3181,Victory,Faramis,Miya,Gloo,Kaja,Hayabusa
3182,Victory,Julian,Miya,Khufra,Martis,Zilong
3183,Defeat,Minsitthar,Thamuz,Miya,Bane,Fanny
3184,Defeat,Harith,Martis,Khufra,Lapu-Lapu,Brody
3185,Victory,Minsitthar,Gloo,Miya,Fanny,Kagura
3186,Victory,Gloo,Minsitthar,Kagura,Miya,Fanny
3187,Victory,Minsitthar,Fanny,Johnson,Miya,Kimmy
3188,Victory,Khufra,Gloo,Miya,Alice,Fanny
3189,Victory,Minsitthar,Martis,Miya,Lapu-Lapu,Vale
3190,Defeat,Terizla,Moskov,Pharsa,Grock,Ling
3191,Defeat,Benedetta,Martis,Valentina,Franco,Claude
3192,Victory,Xavier,Fredrinn,Alice,Miya,Franco
3193,Victory,Alice,Grock,Miya,Barats,Franco
3194,Victory,Kaja,Yi Sun-shin,Uranus,Vexana,Moskov
3195,Defeat,Faramis,Miya,Kadita,Lapu-Lapu,Fanny
3196,Defeat,Valentina,Ling,Franco,Badang,Wanwan
3197,Defeat,Kadita,Phoveus,Xavier,Lancelot,Beatrix
3198,Victory,Hayabusa,Tigreal,Valir,Phoveus,Beatrix
3199,Victory,Melissa,Franco,Roger,Vexana,Chou
3200,Victory,Estes,Claude,Lancelot,Change,Phoveus
3201,Victory,Vexana,Karrie,Gloo,Hanzo,Masha
3202,Defeat,Khufra,Valentina,Brody,Gusion,Phoveus
3203,Victory,Yve,Grock,Beatrix,Fredrinn,Natalia
3204,Victory,Gloo,Cecilion,Lesley,Lolita,Lancelot
3205,Victory,Lolita,Beatrix,Pharsa,Grock,Martis
3206,Victory,Yve,Minsitthar,Fredrinn,Natalia,Beatrix
3207,Victory,Gloo,Pharsa,Beatrix,Lolita,Lancelot
3208,Victory,Arlott,Pharsa,Lesley,Lolita,Fredrinn
3209,Victory,Arlott,Pharsa,Natalia,Lesley,Fredrinn
3210,Victory,Lapu-Lapu,Pharsa,Lesley,Edith,Joy
3211,Victory,Edith,Lapu-Lapu,Pharsa,Lesley,Akai
3212,Victory,Yve,Edith,Beatrix,Lolita,Ling
3213,Victory,Yve,Grock,Beatrix,Lolita,Hayabusa
3214,Victory,Gloo,Lancelot,Lesley,Lolita,Pharsa
3215,Victory,Pharsa,Ling,Beatrix,Lolita,Grock
3216,Victory,Joy,Lolita,Lesley,Fredrinn,Pharsa
3217,Victory,Lapu-Lapu,Hayabusa,Pharsa,Khufra,Lesley
3218,Victory,Pharsa,Hayabusa,Lesley,Chou,Gloo
3219,Victory,Yve,Grock,Beatrix,Fredrinn,Natalia
3220,Victory,Gloo,Cecilion,Lesley,Lolita,Lancelot
3221,Victory,Lolita,Beatrix,Pharsa,Grock,Martis
3222,Victory,Yve,Minsitthar,Fredrinn,Natalia,Beatrix
3223,Victory,Gloo,Pharsa,Beatrix,Lolita,Lancelot
3224,Victory,Arlott,Pharsa,Lesley,Lolita,Fredrinn
3225,Victory,Arlott,Pharsa,Natalia,Lesley,Fredrinn
3226,Victory,Lapu-Lapu,Pharsa,Lesley,Edith,Joy
3227,Victory,Edith,Lapu-Lapu,Pharsa,Lesley,Akai
3228,Victory,Yve,Edith,Beatrix,Lolita,Ling
3229,Victory,Yve,Grock,Beatrix,Lolita,Hayabusa
3230,Victory,Gloo,Lancelot,Lesley,Lolita,Pharsa
3231,Victory,Pharsa,Ling,Beatrix,Lolita,Grock
3232,Victory,Joy,Lolita,Lesley,Fredrinn,Pharsa
3233,Victory,Lapu-Lapu,Hayabusa,Pharsa,Khufra,Lesley
3234,Victory,Cyclops,Martis,Melissa,Khufra,Guinevere
3235,Victory,Atlas,Claude,X.Borg,Hanzo,Xavier
3236,Victory,Thamuz,Kaja,Karrie,Natalia,Hayabusa
3237,Defeat,Minsitthar,Valentina,Badang,Akai,Brody
3238,Defeat,Kaja,Lylia,Aldous,Hanzo,Brody
3239,Victory,Xavier,Karrie,Khufra,Edith,Beatrix
3240,Defeat,Pharsa,Franco,Chou,Hanzo,Karrie
3241,Victory,Pharsa,Grock,Kaja,Wanwan,Hanzo
3242,Defeat,Edith,Grock,Vale,Moskov,Helcurt
3243,Victory,Minsitthar,Kadita,Popol and Kupa,Hanzo,Franco
3244,Victory,Karrie,Pharsa,Franco,Lapu-Lapu,Hanzo
3245,Defeat,Gusion,Karrie,Lapu-Lapu,Johnson,Helcurt
3246,Defeat,Fanny,Cecilion,Minsitthar,Claude,Lapu-Lapu
3247,Victory,Valentina,Masha,Ling,Claude,Kadita
3248,Victory,Valentina,Ling,Minsitthar,Chou,Karrie
3249,Victory,Minsitthar,Change,Kaja,Brody,Ling
3250,Defeat,Johnson,Brody,Grock,Cecilion,Fredrinn
3251,Defeat,Kaja,Harley,Ling,Khufra,Hanabi
3252,Victory,Pharsa,Kaja,Karrie,Julian,Lolita
3253,Victory,Brody,Khufra,Lancelot,Cecilion,Kaja
3254,Defeat,Arlott,Hanzo,Brody,Edith,Valir
3255,Victory,Edith,Jawhead,Khaleed,Hanabi,Kagura
3256,Victory,Arlott,Nana,Karina,Franco,Moskov
3257,Defeat,Valentina,Lesley,Minsitthar,Franco,Lancelot
3258,Victory,Edith,Hayabusa,Nana,Brody,Akai
3259,Victory,Joy,Valentina,Lancelot,Wanwan,Natalia
3260,Victory,Minsitthar,Brody,Yu Zhong,Nana,Harley
3261,Defeat,Minsitthar,Beatrix,Xavier,Hayabusa,Estes
3262,Defeat,Gloo,Hanabi,Nana,Lolita,Aamon
3263,Victory,Valir,Yu Zhong,Wanwan,Tigreal,Akai
3264,Defeat,Gord,Ling,Chou,Pharsa,Ruby
3265,Defeat,Yin,Franco,Claude,Martis,Pharsa
3266,Defeat,Benedetta,Khufra,Granger,Hanabi,Xavier
3267,Defeat,Melissa,Nana,Harley,Uranus,Franco
3268,Defeat,Kaja,Ruby,Nana,Claude,Helcurt
3269,Defeat,Melissa,Franco,Nana,Martis,Edith
3270,Defeat,Gloo,Lancelot,Nana,Brody,Atlas
3271,Victory,Lesley,Belerick,Nana,Sun,X.Borg
3272,Defeat,Edith,Kimmy,Hanabi,Franco,Nana
3273,Victory,Martis,Pharsa,Franco,Lapu-Lapu,Claude
3274,Defeat,Khufra,Terizla,Kadita,Lesley,Roger
3275,Victory,Lapu-Lapu,Helcurt,Franco,Lesley,Pharsa
3276,Victory,Lapu-Lapu,Brody,Franco,Yve,Kimmy
3277,Victory,Faramis,Lapu-Lapu,Brody,Franco,Martis
3278,Victory,Franco,Wanwan,Lapu-Lapu,Julian,Yve
3279,Victory,Brody,Vale,Yi Sun-shin,Akai,Lapu-Lapu
3280,Victory,Franco,Pharsa,Karrie,Aldous,Lancelot
3281,Victory,Claude,Yve,Edith,Lapu-Lapu,Julian
3282,Victory,Melissa,Lapu-Lapu,Kadita,Aamon,Johnson
3283,Defeat,Kagura,Wanwan,Lapu-Lapu,Edith,Harley
3284,Victory,Edith,Paquito,Franco,Kimmy,Cecilion
3285,Defeat,Edith,Xavier,Zhask,Karrie,Hilda
3286,Victory,Franco,Lapu-Lapu,Ling,Claude,Xavier
3287,Victory,Edith,Franco,Kadita,Karrie,Hanzo
3288,Victory,Minotaur,Chou,Lancelot,Brody,Kadita
3289,Victory,Xavier,Chou,Lapu-Lapu,Claude,Harley
3290,Victory,Arlott,Brody,Lapu-Lapu,Harley,Xavier
3291,Defeat,Lapu-Lapu,Fredrinn,Kagura,Irithel,Claude
3292,Defeat,Melissa,Lapu-Lapu,Fanny,Atlas,Kadita
3293,Defeat,Beatrix,Lapu-Lapu,Johnson,Lunox,Yin
3294,Defeat,Pharsa,Natan,Dyrroth,Roger,Johnson
3295,Defeat,Edith,Ling,Wanwan,Lolita,Vexana
3296,Defeat,Melissa,Johnson,Phoveus,Hayabusa,Kadita
3297,Defeat,Clint,Fredrinn,Benedetta,Yve,Johnson
3298,Defeat,Valentina,Chou,Gusion,Claude,Johnson
3299,Victory,Wanwan,Chou,Aulus,Cecilion,Johnson
3300,Defeat,Aldous,Gord,Johnson,Claude,Alucard
3301,Defeat,Hanzo,X.Borg,Claude,Johnson,Pharsa
3302,Victory,Grock,Xavier,Johnson,Claude,Lancelot
3303,Defeat,Joy,Xavier,X.Borg,Moskov,Franco
3304,Defeat,Melissa,Nana,Johnson,Belerick,Freya
3305,Victory,Akai,Johnson,Wanwan,Faramis,Freya
3306,Victory,Moskov,Johnson,Helcurt,Kadita,Benedetta
3307,Victory,Melissa,Johnson,Lancelot,Chou,Xavier
3308,Defeat,Miya,Gusion,Diggie,X.Borg,Johnson
3309,Victory,Claude,Atlas,Chou,Yve,Hayabusa
3310,Victory,Harley,Beatrix,Yi Sun-shin,X.Borg,Johnson
3311,Victory,Cecilion,Paquito,Yin,Brody,Johnson
3312,Defeat,Johnson,Bane,Miya,Pharsa,Akai
3313,Defeat,Yve,Beatrix,Hanzo,Akai,Gloo
3314,Defeat,Hanabi,Belerick,Nana,Gloo,Martis
3315,Defeat,Zhask,Badang,Gloo,Balmond,Claude
3316,Victory,Zhask,Akai,Dyrroth,Gloo,Layla
3317,Defeat,Hanabi,Aamon,Selena,Change,Lapu-Lapu
3318,Defeat,Aamon,Khufra,Valentina,Hanabi,Martis
3319,Victory,Melissa,Aamon,Angela,Julian,Martis
3320,Victory,Xavier,Saber,Aamon,Gloo,Claude
3321,Victory,Lunox,Franco,Wanwan,Aamon,Esmeralda
3322,Victory,Estes,Thamuz,Aamon,Clint,Xavier
3323,Victory,Angela,Edith,Beatrix,Aamon,Change
3324,Victory,Eudora,Miya,Joy,Aamon,Angela
3325,Victory,Xavier,Chou,Aamon,Kaja,Miya
3326,Victory,Minsitthar,Aamon,Akai,Brody,Vale
3327,Victory,Vexana,Hanabi,Joy,Aamon,Hilda
3328,Defeat,Lunox,Barats,Aldous,Franco,Miya
3329,Defeat,Lunox,Gloo,Hanabi,Ling,Khufra
3330,Defeat,Balmond,Bane,Valir,Moskov,Valentina
3331,Victory,Balmond,Julian,Layla,Johnson,Ruby
3332,Defeat,Cyclops,Balmond,Popol and Kupa,Grock,Carmilla
3333,Defeat,Xavier,Belerick,Carmilla,Moskov,Balmond
3334,Defeat,Cecilion,Chou,Balmond,Claude,Carmilla
3335,Victory,Balmond,Clint,Cecilion,Grock,Carmilla
3336,Victory,Balmond,Edith,Xavier,Carmilla,Claude
3337,Defeat,Balmond,Selena,Irithel,Lylia,Benedetta
3338,Defeat,Alice,Balmond,Claude,Valir,Natalia
3339,Defeat,Granger,Melissa,Benedetta,Johnson,Harley
3340,Victory,Gloo,Kadita,Lolita,Brody,Balmond
3341,Defeat,Minsitthar,Balmond,Argus,Lolita,Nana
3342,Defeat,Lapu-Lapu,Balmond,Beatrix,Xavier,Kadita
3343,Defeat,Valentina,Ling,Beatrix,Selena,Chou
3344,Defeat,Moskov,Valentina,Minsitthar,Atlas,Balmond
3345,Victory,Grock,Balmond,Melissa,Xavier,Badang
3346,Victory,Melissa,Balmond,Khufra,Julian,Kadita
3347,Defeat,Faramis,Esmeralda,Balmond,Atlas,Brody
3348,Victory,Aldous,Brody,Valentina,Johnson,Hanzo
3349,Victory,Minsitthar,Franco,Claude,Leomord,Nana
3350,Victory,Faramis,Leomord,Edith,Ling,Kaja
3351,Defeat,Valentina,Brody,Bane,Leomord,Kaja
3352,Victory,Leomord,Lunox,Masha,Kadita,Brody
3353,Victory,Leomord,Masha,Lolita,Claude,Nana
3354,Defeat,Atlas,Guinevere,Beatrix,Yi Sun-shin,Xavier
3355,Victory,Melissa,Aldous,Eudora,Fanny,Franco
3356,Victory,Melissa,Aldous,Akai,Eudora,Grock
3357,Defeat,Minsitthar,Yu Zhong,Fanny,Eudora,Brody
3358,Victory,Kaja,Terizla,Lancelot,Vale,Brody
3359,Defeat,Claude,Eudora,Hilda,Jawhead,Martis
3360,Victory,Moskov,Pharsa,Khufra,Lancelot,Guinevere
3361,Defeat,Brody,Gloo,Lancelot,Eudora,Freya
3362,Victory,Kaja,Brody,Gloo,Ling,Harley
3363,Defeat,Wanwan,Hanzo,Aldous,Khufra,Harley
3364,Victory,Carmilla,Zilong,Eudora,Clint,Hayabusa
3365,Victory,Melissa,Khufra,Masha,Eudora,Julian
3366,Defeat,Joy,Hayabusa,Eudora,Atlas,Lesley
3367,Victory,Silvanna,Hanzo,Beatrix,Eudora,Jawhead
3368,Victory,Freya,Nana,Selena,Rafaela,Bruno
3369,Defeat,Minsitthar,Lapu-Lapu,Eudora,Martis,Irithel
3370,Defeat,Freya,Brody,Khufra,Harley,Aamon
3371,Victory,Minsitthar,Clint,Eudora,Martis,Akai
3372,Victory,Martis,Khufra,Ling,Eudora,Brody
3373,Defeat,Estes,Hayabusa,Eudora,Freya,Melissa
3374,Victory,Brody,Hayabusa,Yu Zhong,Selena,Eudora
3375,Victory,Franco,Harley,Martis,Vale,Miya
3376,Victory,Lancelot,Bruno,Franco,Faramis,Fredrinn
3377,Victory,Johnson,Yin,Beatrix,Eudora,Freya
3378,Defeat,Tigreal,Dyrroth,Eudora,Claude,Lancelot
3379,Defeat,Faramis,Melissa,Atlas,Gloo,Franco
3380,Victory,Melissa,Nana,Uranus,Aamon,Gloo
3381,Defeat,Balmond,Hilda,Vale,Franco,Brody
3382,Defeat,Granger,Harley,Estes,Aldous,Natan
3383,Defeat,Faramis,Clint,Hayabusa,Belerick,Dyrroth
3384,Defeat,Franco,Martis,Eudora,Dyrroth,Melissa
3385,Victory,Brody,Hayabusa,Floryn,Fredrinn,Eudora
3386,Defeat,Hanabi,Akai,Lapu-Lapu,Eudora,Johnson
3387,Defeat,Claude,Lancelot,Minsitthar,Franco,Eudora
3388,Defeat,Alucard,Brody,Eudora,Paquito,Kaja
3389,Defeat,Moskov,Franco,Eudora,Yu Zhong,Jawhead
3390,Victory,Nana,Ruby,Martis,Popol and Kupa,Chou
3391,Victory,Brody,Martis,Dyrroth,Franco,Eudora
3392,Defeat,Melissa,Martis,Khufra,Eudora,Saber
3393,Victory,Faramis,Lapu-Lapu,Sun,Valir,Clint
3394,Victory,Joy,Estes,Lesley,Cecilion,X.Borg
3395,Victory,Arlott,Akai,Melissa,Yve,Gusion
3396,Victory,Lesley,Franco,Gusion,X.Borg,Julian
3397,Defeat,Chou,Cyclops,Wanwan,Hayabusa,Khufra
3398,Victory,Melissa,Kagura,Atlas,Fredrinn,Gloo
3399,Victory,Melissa,Hilda,Kimmy,Selena,Khufra
3400,Victory,Valir,Claude,Moskov,Xavier,X.Borg
3401,Victory,Valir,Claude,Moskov,Xavier,X.Borg
3402,Defeat,Beatrix,X.Borg,Xavier,Akai,Hanzo
3403,Defeat,Moskov,Valir,Minsitthar,Fredrinn,Estes
3404,Victory,Edith,Pharsa,Moskov,Alice,Angela
3405,Victory,Moskov,Alice,Saber,Franco,X.Borg
3406,Victory,Wanwan,Yve,Minsitthar,Fredrinn,Chou
3407,Defeat,Faramis,X.Borg,Chou,Lancelot,Claude
3408,Victory,Xavier,Aldous,Julian,Moskov,Franco
3409,Defeat,Beatrix,Hanzo,Franco,X.Borg,Change
3410,Victory,Melissa,Pharsa,X.Borg,Grock,Fanny
3411,Victory,Pharsa,Brody,Khufra,X.Borg,Fanny
3412,Victory,Gloo,Karrie,Hylos,Xavier,Harith
3413,Defeat,Wanwan,Xavier,Minsitthar,Angela,Hayabusa
3414,Victory,Wanwan,Chou,Helcurt,Angela,Bane
3415,Defeat,Valentina,Beatrix,Angela,Ling,Badang
3416,Victory,Angela,Valentina,Wanwan,Terizla,Martis
3417,Defeat,Zhask,Angela,Wanwan,Gloo,Martis
3418,Victory,Faramis,Wanwan,Terizla,Hanzo,Angela
3419,Defeat,Wanwan,Lapu-Lapu,Angela,Chou,Valentina
3420,Victory,Valentina,Wanwan,Lancelot,Angela,Jawhead
3421,Victory,Arlott,Wanwan,Hayabusa,Angela,Xavier
3422,Victory,Wanwan,Angela,Martis,Lapu-Lapu,Atlas
3423,Defeat,Joy,Vexana,Brody,Ling,Angela
3424,Defeat,Melissa,Angela,Lapu-Lapu,Pharsa,Julian
3425,Defeat,Edith,Wanwan,Badang,Xavier,Lancelot
3426,Defeat,Terizla,Lylia,Melissa,Akai,Atlas
3427,Victory,Valentina,Moskov,Granger,Chou,Khufra
3428,Defeat,Claude,Luo Yi,Hanzo,Johnson,Bane
3429,Victory,Freya,Lesley,Franco,Julian,Cyclops
3430,Defeat,Cyclops,Badang,Lesley,Nana,Fanny
3431,Defeat,Badang,Lesley,Lancelot,Lolita,Cyclops
3432,Victory,Minsitthar,Nana,Hanabi,Hanzo,Terizla
3433,Defeat,Arlott,Khufra,Lapu-Lapu,Miya,Pharsa
3434,Defeat,Cecilion,Selena,Gloo,Beatrix,Hanzo
3435,Defeat,Estes,Gloo,Lylia,Hanzo,Karrie
3436,Victory,Popol and Kupa,Helcurt,Natalia,Lunox,Hilda
3437,Defeat,Joy,Nana,Melissa,Hanzo,Khufra
3438,Victory,Lesley,Lylia,Chou,Atlas,Hanzo
3439,Victory,Guinevere,Kadita,Floryn,Harley,Karrie
3440,Victory,Vexana,Edith,Claude,Hilda,Hanzo
3441,Defeat,Gatotkaca,Lesley,Fanny,Zilong,Pharsa
3442,Defeat,Badang,Akai,Melissa,Natalia,Yve
3443,Defeat,Melissa,Chou,Nana,Harley,Zilong
3444,Victory,Valentina,Natalia,Argus,Hanzo,Lesley
3445,Victory,Brody,Argus,Franco,Hanzo,Valentina
3446,Victory,Kaja,Chou,Hanzo,Vexana,Beatrix
3447,Defeat,Claude,Fanny,Dyrroth,Belerick,Nana
3448,Defeat,Faramis,Lapu-Lapu,Yi Sun-shin,Khufra,Moskov
3449,Victory,Lylia,Beatrix,Fanny,Belerick,Benedetta
3450,Defeat,Melissa,Terizla,Belerick,Hayabusa,Xavier
3451,Defeat,Minsitthar,Fanny,Xavier,Belerick,Clint
3452,Defeat,Melissa,Belerick,Xavier,Khaleed,Ling
3453,Defeat,Melissa,Minsitthar,Xavier,Belerick,Fanny
3454,Victory,Melissa,Xavier,Fanny,Lapu-Lapu,Belerick
3455,Defeat,Harley,Khaleed,Xavier,Lesley,Belerick
3456,Victory,Benedetta,Xavier,Belerick,Lesley,Fanny
3457,Defeat,Gloo,Fanny,Cecilion,Belerick,Brody
3458,Defeat,Brody,Belerick,Martis,Eudora,Hilda
3459,Defeat,Benedetta,Belerick,Vexana,Lancelot,Claude
3460,Defeat,Kadita,Yi Sun-shin,Belerick,Lapu-Lapu,Lesley
3461,Victory,Arlott,Belerick,Yi Sun-shin,Xavier,Lesley
3462,Defeat,Pharsa,Lapu-Lapu,Melissa,Belerick,Yi Sun-shin
3463,Victory,Xavier,Harley,Minsitthar,Lesley,Yi Sun-shin
3464,Defeat,Xavier,Belerick,Yi Sun-shin,Claude,Terizla
3465,Victory,Belerick,Lapu-Lapu,Xavier,Yi Sun-shin,Clint
3466,Defeat,Melissa,Xavier,Belerick,Chou,Franco
3467,Defeat,Lapu-Lapu,Odette,Irithel,Lolita,Hayabusa
3468,Defeat,Martis,Lapu-Lapu,Melissa,Atlas,Odette
3469,Victory,Minsitthar,Karina,Odette,Claude,Atlas
3470,Defeat,Minsitthar,Lolita,Martis,Odette,Wanwan
3471,Victory,Yi Sun-shin,Chou,Gatotkaca,Moskov,Odette
3472,Victory,Wanwan,Odette,Selena,Fanny,X.Borg
3473,Defeat,Joy,Julian,Hanabi,Franco,Odette
3474,Defeat,Khufra,Wanwan,Odette,Chou,Gusion
3475,Defeat,Bruno,Tigreal,Odette,Freya,Harley
3476,Victory,Johnson,Badang,Brody,Odette,Fanny
3477,Victory,Martis,Chou,Lapu-Lapu,Clint,Odette
3478,Defeat,Melissa,Kadita,Minsitthar,Kaja,Odette
3479,Victory,Minotaur,Odette,Hanzo,Guinevere,Lesley
3480,Victory,Moskov,Minsitthar,Hayabusa,Zhask,Odette
3481,Defeat,Eudora,Dyrroth,Irithel,Nana,Franco
3482,Defeat,Odette,Hanabi,Gloo,Kadita,Lancelot
3483,Defeat,Brody,Hilda,Hayabusa,Terizla,Odette
3484,Victory,Lesley,Franco,Lapu-Lapu,Odette,Alucard
3485,Victory,Melissa,Odette,Khufra,Esmeralda,Hayabusa
3486,Victory,Melissa,Chou,Kaja,Odette,Hayabusa
3487,Defeat,Valir,Moskov,Fanny,Franco,Lancelot
3488,Victory,Melissa,Zhask,Paquito,X.Borg,Gatotkaca
3489,Defeat,Eudora,Hanabi,Ling,Edith,Franco
3490,Victory,Valentina,Martis,Gatotkaca,Popol and Kupa,Thamuz
3491,Victory,Vexana,Lancelot,Beatrix,Gatotkaca,Thamuz
3492,Victory,Beatrix,Gatotkaca,Hayabusa,Joy,Valentina
3493,Defeat,Joy,Chou,Beatrix,Franco,Cecilion
3494,Defeat,Gloo,Gatotkaca,Lesley,Ling,Cecilion
3495,Defeat,Melissa,Jawhead,Vexana,Gatotkaca,Kagura
3496,Victory,Clint,Badang,Cyclops,Aldous,Gatotkaca
